 Toyota Corolla 1,3;6,7
 Toyota Corolla 1,4VVT-i 71;6,5
 Toyota Corolla 1,6i ;8,5
 Toyota Corolla 1,6VVT-i 81 ;6,6
 Toyota Corolla 1,6VVT-i 91 ;7,4
 Toyota Corolla 1,8D ;6,1
 Toyota Corolla 2,0D ;5,7
 Toyota Corolla STW 1,3 Xli ;7,6
 Toyota Corolla STW 1,4 Xli ;7,6
 Toyota Corolla Verso 1,6VVT-i 81 ;7,4
 Toyota Corolla Verso 1,8VVT-i 95;8,1
 Toyota Corolla Verso 2,0TD ;6,3
 Toyota Corona 1,5 ;8,1
 Toyota Corona 2,0i ;9,3
 Toyota Corona Mark II 2,9i ;11,4
 Toyota Fortuner 2,7VVT-i (4АКПП) 4WD ;13,1
 Toyota Hiace 2,4D ;8,2
 Toyota Hiace 2,5D ;9
 Toyota Highlander 3,0VVT-i (4АКПП) 164 ;11,6
 Toyota Highlander 3,3i (5АКПП) 160 ;10,6
 Toyota HiLux 2,4D 4.4 ;9,1
 Toyota Land Cruiser 100VX 4,2TD 4WD;13
 Toyota Land Cruiser 120 4,0VVT-i (5АКПП) 4WD ;12,9
 Toyota Land Cruiser 200 4,5D (6АКПП) 4WD ;12,4
 Toyota Land Cruiser 200 4,5TD (6АКПП) 4WD ;12,7
 Toyota Land Cruiser 200 4,7i (5АКПП) 4WD ;16
 Toyota Land Cruiser 3,0TD (4АКПП) 4WD ;11,3
 Toyota Land Cruiser 3,0TD 4WD 103 ;10,1
 Toyota Land Cruiser 3,4i 4WD 140 ;14,4
 Toyota Land Cruiser 4,0i (5АКПП) 4WD 183 ;16,4
 Toyota Land Cruiser 4,2D 4WD;12,8
 Toyota Land Cruiser 4,2TD 4WD 151 ;13,2
 Toyota Land Cruiser 4,5i 4WD 151 ;16,9
 Toyota Land Cruiser 4,7i (4АКПП);16,4
 Toyota Land Cruiser 70 2,4D 4WD ;10,5
 Toyota Land Cruiser Prado 2,7i (4АКПП) 4WD ;13,9
 Toyota Land Cruiser Prado 3,0TD (6АКПП) 4WD ;9,6
 Toyota Land Cruiser Prado 3,0TD 4WD ;11,3
 Toyota Land Cruiser Prado 4,0i (5АКПП) 4WD ;12,9
 Toyota Matrix 1,8i ;8,6
 Toyota Picnic 2,0i ;9,8
 Toyota Picnic 2,2D;8,6
 Toyota Previa 2,4i ;11,3
 Toyota Previa 2,4i 4WD 97 ;11,3
 Toyota Previa 2,4i 99;12,6
 Toyota RAV4 1,8i 92;7,8
 Toyota RAV4 2,0i 4WD ;10
 Toyota RAV4 2,0VVT-i ;9,5
 Toyota RAV4 2,4VVT-i (4АКПП) ;10
 Toyota Sequoia 4,7i (5АКПП) 4WD ;16
 Toyota Sequoia 5,7i (6АКПП) 4WD ;17,1
 Toyota Sequoia 5,7i (6АКПП) AWD  ;16,5
 Toyota Sienna 3,3i (5АКПП) ;12
 Toyota Sienna 3,3i (5АКПП) AWD;13,1
 Toyota Sienna 3,5i (4АКПП) ;12,5
 Toyota Solara 2,4VVT-i ;9,5
 Toyota Solara Coupe 2,2i (4АКПП) ;9,5
 Toyota Tercel 1,3 ;8,4
 Toyota Yaris 1,3VVT-i (5КПП MultiMode) ;6,4
 Toyota Yaris 1,4TDi ;4,7
 Toyota Yaris Verso 1,3i;6,6
 udi A8L 4,2TDi Quattrro ;10,9
 udi Q7 3,6FSi (6АКПП) Quattro ;14,3
 Volkswagen Bora 1,8i 4WD ;11,4
 Volkswagen Bora 1,9TDi ;6,8
 Volkswagen Bora 2,0i ;9,4
 Volkswagen Bora 2,3i ;9,7
 Volkswagen Bora 2,8i 4Motion 150;12,9
 Volkswagen Bora Basis 1,6i;8,1
 Volkswagen Bora Tornado 2,8i 4WD ;12,9
 Volkswagen Caddy 1,4i ;8
 Volkswagen Caddy 1,6i;8,6
 Volkswagen Caddy 1,6i ;8,5
 Volkswagen Caddy 1,9TDi ;7,3
 Volkswagen Caddy 2,0SDi ;7,3
 Volkswagen Caddy Maxi 1,9TDi;7,6
 Volkswagen Caddy Maxi 2,0TDi;7,6
 Volkswagen Caravelle 1,9;12,4
 Volkswagen Caravelle 1,9D ;9
 Volkswagen Caravelle 1,9TDi;8,1
 Volkswagen Caravelle 1,9TDi ;8,2
 Volkswagen Caravelle 2,0i;11,7
 Volkswagen Caravelle 2,0i ;10,7
 Volkswagen Caravelle 2,1i ;10,9
 Volkswagen Caravelle 2,4D ;9,4
 Volkswagen Caravelle 2,5i;12,4
 Volkswagen Caravelle 2,5TDi ;9
 Volkswagen Caravelle 2,5TDi 4Motion;9,9
 Volkswagen Caravelle 2,5TDi Syncro;10,8
 Volkswagen Caravelle 2,8i ;14,3
 Volkswagen Caravelle 3,2i 173 ;14,3
 Volkswagen Caravelle 3,2i 4WD 173 ;14,7
 Volkswagen Caravelle T5 KR 2,0TDi 103 ;8,4
 Volkswagen Caravelle T5 KR 2,0TDi 75 ;8,2
 Volkswagen Crafter 35 MR Combi 2,5TDi (iг.п.=3,923) ;11
 Volkswagen Cross Polo 1,6i ;7,2
 Volkswagen Eurovan 2,8i (4АКПП) ;15
 Volkswagen Golf 1,3 40 ;7,5
 Volkswagen Golf 1,4i 44 ;7,6
 Volkswagen Golf 1,4i 59 ;7,4
 Volkswagen Golf 1,6 55 ;8,1
 Volkswagen Golf 1,6D 40 ;6,2
 Volkswagen Golf 1,6i 55 ;8
 Volkswagen Golf 1,6TD ;5,8
 Volkswagen Golf 1,8 49;8,5
 Volkswagen Golf 1,8i 66;8,4
 Volkswagen Golf 1,8i, CL 55 ;8,5
 Volkswagen Golf 1,9D 47 ;6,5
 Volkswagen Golf IV 1,9SDi ;6,7
 Volkswagen Golf Syncro Country 1,8i ;10,9
 Volkswagen Golf V 1,9TDi;5,8
 Volkswagen Golf Variant 1,6i ;8,5
 Volkswagen Jetta 1,3 ;7,5
 Volkswagen Jetta 1,6D ;6,5
 Volkswagen Jetta 1,6TD ;6,2
 Volkswagen Jetta 2,0FSi ;9,5
 Volkswagen Jetta 2,0i 85 ;8,9
 Volkswagen Jetta 2,0TDi ;6,7
 Volkswagen Jetta 2,5i (6АКПП) ;10,9
 Volkswagen Lupo 1,0i 37 ;5,5
 Volkswagen Lupo 1,4MPi ;6,8
 Volkswagen Multivan 1,9TD ;8,6
 Volkswagen Multivan 2,0i 85 ;11,7
 Volkswagen Multivan 2,5i 81;11,4
 Volkswagen Multivan 2,5i Syncro ;13,8
 Volkswagen Multivan 2,5TDi (6АКПП) 128 ;9,9
 Volkswagen Multivan 2,5TDi (6АКПП) 96 ;9,6
 Volkswagen Multivan 2,5TDi 4Motion 96 ;9,6
 Volkswagen Multivan 2,5TDi 75 ;9,8
 Volkswagen Multivan 2,5TDi 96 ;8,8
 Volkswagen Multivan 2,8i 103 ;14,3
 Volkswagen Multivan 2,8i 150 ;13,5
 Volkswagen Multivan T5 KR 2,0BiTDi ;9,1
 Volkswagen Multivan T5 KR 2,0BiTDi (7АКПП) 4Motion ;10,1
 Volkswagen Multivan T5 KR 2,0TDi 103 8,6 Д ;8,6
 Volkswagen Multivan T5 KR 2,0TDi 4Motion ;8,9
 Volkswagen Multivan T5 LR 2,0BiTDi (7АКПП) ;9,8
 Volkswagen Multivan T5 LR 2,0BiTDi (7АКПП) 4Motion ;10,3
 Volkswagen Multivan T5 LR 2,0TDi ;8,7
 Volkswagen Passat 1,4TSi;7,6
 Volkswagen Passat 1,6 ;8,1
 Volkswagen Passat 1,6D ;6,7
 Volkswagen Passat 1,6i 74;9
 Volkswagen Passat 1,8i 92;10,5
 Volkswagen Passat 1,8Ti 110 ;10,6
 Volkswagen Passat 1,8Ti 118 ;11,1
 Volkswagen Passat 1,9 85 ;9,1
 Volkswagen Passat 1,9D ;6,8
 Volkswagen Passat 1,9D 47 ;6,8
 Volkswagen Passat 1,9TD ;7,1
 Volkswagen Passat 1,9TDi 4Motion;7,4
 Volkswagen Passat 1,9TDi 77;6,6
 Volkswagen Passat 1,9TDi 81 ;6,8
 Volkswagen Passat 1,9TDi 96 ;7,2
 Volkswagen Passat 2,0i 100;9,7
 Volkswagen Passat 2,0i 20V ;9,5
 Volkswagen Passat 2,0i 85 ;9,6
 Volkswagen Passat 2,0i Syncro ;10,3
 Volkswagen Passat 2,0TDi 4Motion ;7,3
 Volkswagen Passat 2,0TFSi ;10,5
 Volkswagen Passat 2,3i ;10,7
 Volkswagen Passat 2,5TDi ;8,7
 Volkswagen Passat 2,5TDi (5АКПП);9
 Volkswagen Passat 2,8i 128 ;11,9
 Volkswagen Passat 2,8i 142 ;12,3
 Volkswagen Passat 2,8i 4Motion ;12,4
 Volkswagen Passat 4,0i W8 4Motion;14,7
 Volkswagen Passat B6 2,0TDi, Comfortline ;6,9
 Volkswagen Passat CC 2,0TDi (6АКПП);6,9
 Volkswagen Passat Variant 1,8T ;10,9
 Volkswagen Passat Variant 1,9TDi 85 ;6,7
 Volkswagen Passat Variant 1,9TDi 96 ;7,2
 Volkswagen Phaeton 3,0TDi (6АКПП);10,3
 Volkswagen Phaeton 3,2i ;13,3
 Volkswagen Phaeton 4,2i (6АКПП) 4WD ;14,7
 Volkswagen Polo 1,2i 47 ;6,8
 Volkswagen Polo 1,4i 44 ;7,6
 Volkswagen Polo 1,4i 55;7,1
 Volkswagen Polo 1,9SDi ;5
 Volkswagen Polo Variant 1,6i;8,1
 Volkswagen Sharan 1,8Ti ;11,6
 Volkswagen Sharan 2,8i Syncro 128;15,2
 Volkswagen Shuttle 3,2FSi 4 Motion ;14,7
 Volkswagen Touareg 2,5TDi 4WD ;9,7
 Volkswagen Touareg 3,0TDi (6АКПП) AWD ;11,2
 Volkswagen Touareg 3,0TDi 4WD ;10,9
 Volkswagen Touareg 3,2i 4WD;13,8
 Volkswagen Touareg 4,9TDi V10 230 ;13,5
 Volkswagen Touran 1,4TSI ;7,8
 Volkswagen Touran 2,0FSi ;10
 Volkswagen Touran 2,0TDi 103;7,2
 Volkswagen Touran Trendline 1,9TDi ;6,7
 Volkswagen Transporter 1,6 ;8
 Volkswagen Transporter 1,6D ;8
 Volkswagen Transporter 1,6TD;8,6
 Volkswagen Transporter 1,7D ;8,2
 Volkswagen Transporter 1,9D 45 ;8,3
 Volkswagen Transporter 1,9TDi 50 ;8,6
 Volkswagen Transporter 1,9TDi 77 ;8,1
 Volkswagen Transporter 2,0 ;12,8
 Volkswagen Transporter 2,5i;12,4
 Volkswagen Transporter 2,5i (4АКПП);15,9
 Volkswagen Transporter 2,5TDi 110 ;9
 Volkswagen Transporter 2,5TDi 128 ;9,3
 Volkswagen Transporter 2,5TDi 65 ;9,6
 Volkswagen Transporter 2,5TDi 75 ;9,8
 Volkswagen Transporter 2,5TDi Syncro ;10,6
 Volkswagen Transporter 3,2i ;14,3
 Volkswagen Transporter LR 1,9TDi ;8,5
 Volkswagen Transporter LR 2,0i ;11,7
 Volkswagen Transporter Shuttle 2,0i ;11,7
 Volkswagen Transporter Shuttle 2,5TDi 4Motion ;9,9
 Volkswagen Transporter T4 2,0i ;13,5
 Volkswagen Transporter T5 2,5TDi 4Motion ;9,9
 Volkswagen Transporter T5 KR 1,9TDi, Shuttle ;8,1
 Volkswagen Transporter T5 KR 2,0TDi 75;8,2
 Volkswagen Transporter T5 LR 2,0TDi ;8,4
 Volkswagen Vento 1,8 ;8,6
 Volkswagen Vento 1,9TDi, CL ;6,9
 Volvo 344 2,0 ;9,7
 Volvo 360 2,0 ;8,4
 Volvo 440 1,9TD ;5,2
 Volvo 440GL 1,7 ;8,6
 Volvo 440GLE 2,0 ;9,7
 Volvo 440Gli 1,8 ;8,8
 Volvo 460GLE 2,0i ;9
 Volvo 740 2,4D ;7,6
 Volvo 740GL 2,3i ;12,1
 Volvo 740GL 2,4TD 90 ;8,6
 Volvo 760GLE 2,4TD ;9,1
 Volvo 850GLE 2,4i 103;10,9
 Volvo 850GLT 2,4i ;10,9
 Volvo 850SE 2,5i ;10,9
 Volvo 854 ;11
 Volvo 940 2,3i ;11,4
 Volvo 940 2,3Ti ;12,2
 Volvo 940GL 2,4TD;8,6
 Volvo 940GLE 2,0i ;9,9
 Volvo 960 2,5i  ;11,9
 Volvo 960 3,0i;12,3
 Volvo 960 3,0i Royal;12,4
 Volvo S40 1,6i 74;7,6
 Volvo S40 1,6i 79;8,1
 Volvo S40 1,8i ;8,9
 Volvo S40 2,0i ;10,3
 Volvo S60 2,4i 103 ;10,2
 Volvo S60 2,4i 125 ;10,6
 Volvo S60 2,4i 75 ;10,4
 Volvo S70 2,0i (4АКПП) ;10,9
 Volvo S70 2,3iT ;12,3
 Volvo S70 2,4Ti (4АКПП) ;11,9
 Volvo S70 2,5i ;12,1
 Volvo S70 2,5TDi ;8,6
 Volvo S80 2,0i ;9,1
 Volvo S80 2,0Ti ;9,7
 Volvo S80 2,5TD ;8,6
 Volvo S80 2,5Ti ;11,1
 Volvo S80 2,5Ti (5АКПП) AWD ;12,5
 Volvo S80 2,5Ti (6АКПП) ;11,4
 Volvo S80 2,8T T6 ;13,2
 Volvo S80 2,9i ;12
 Volvo S80 3,0Ti T6 (6АКПП) AWD ;12,4
 Volvo S80 3,2i AWD ;11,9
 Volvo S80 4,4i AWD;13,8
 Volvo S80 D5 2,4TD (6АКПП);8
 Volvo S90 3,0i ;12,1
 Volvo V40 1,6i;8,1
 Volvo V40 1,8i 16V ;8,5
 Volvo V40 1,9D ;7
 Volvo V40 1,9TD ;6,5
 Volvo V40 1,9Ti ;10,8
 Volvo V70 2,4i ;11
 Volvo V70XC 2,4i AWD ;12,8
 Volvo V70XC 2,4TD AWD;8,6
 Volvo XC60 2,4TD (6АКПП) AWD ;9,3
 Volvo XC60 2,4TD AWD ;8,4
 Volvo XC70 2,4TD D5 (6АКПП) AWD ;9,3
 Volvo XC70 2,5Ti AWD ;11
 Volvo XC70 3,2i (6АКПП) AWD ;11,9
 Volvo XC90 2,4TD AWD;9,2
 Volvo XC90 2,4TD D5 (6АКПП) AWD ;10,8
 Volvo XC90 2,5Ti AWD ;11,6
 Volvo XC90 2,9BiT T6 AWD 200 ;12,5
 Volvo XC90 3,2i AWD ;12,8
 Volvo XC90 4,4i AWD ;13,9
 Wartburg 1,3 ;7,1
-375Т, -375Ю;50
"""Витязь"" Mercedes-Benz 0303AKA-15RHD (ОМ 442А-8V-14,6-365-6М)";28,3
"""Лидер"" Mercedes-Benz 0303AKA-15RHS (ОМ 442-8V-15,078-296-6М)";30,2
"""Стайер"" Mercedes-Benz 0303AKA-15KHP/A (ОМ 442-8V-15,078-296-6М)";25,4
(Алтай Дизель-6L-11,15-192-6М);45,5
(КамАЗ-740.31-8V-10,85-240-5M);35
(MAN D 0826 LOH-6L-6,59-230-5А);36,1
(RABA D10 UTS 150-6L-10,35-280-6М);35
(RABA-MAN-6L-10,35-258-6М);35,5
"АКА-5225 ""Россиянин"" (гор.120 мест) (ОМ 447 hA.11-6L-11,697-250-4А)";44,4
"АКА-6226 ""Россиянин"" (гор.175 мест) (ОМ 447 hA.11-6L-11,697-250-4А)";57
АРО-243 (дв. ЗМЗ-24) ;16,2
АТС-3285 (14 мест) (ЗМЗ-40260F-4L-2,445-100-5М);16,3
БАГЕМ 27856В (Д-245.7Е2-4L-4,75-117-5M);19,5
БелАЗ-537Л;100
БелАЗ-540, -540А;135
БелАЗ-548А;160
БелАЗ-548ГД;200
БелАЗ-549, -7509;270
БелАЗ-6411;95
БелАЗ-7421;100
БелАЗ-7510, -7522;135
БелАЗ-7523, -7525;160
БелАЗ-7526;135
БелАЗ-7527;160
БелАЗ-75401;150
БелАЗ-7548;160
"ВАЗ-1111 ""Ока""";6,5
"ВАЗ-11113 ""Ока"" (ВАЗ-11113-2L-0,75-35-4М)";5,6
"ВАЗ-11183 ""Калина"" (ВАЗ-21114-4L-1,596-81-5М)";8
ВАЗ-2104;8,5
ВАЗ-21041 (ВАЗ-21067.10-4L-1,568-74,5-5М);9,1
ВАЗ-21043 (ВАЗ-2103-4L-1,45-71-5М);8,3
ВАЗ-21043 (ВАЗ-2103-4L-1,451-71,5-4М);9
ВАЗ-2105, -21051, -21053;8,5
ВАЗ-2106 (ВАЗ-2106-4L-1,57-75,5-4М);9
ВАЗ-2106 (ВАЗ-2106-4L-1,57-75,5-5М);8,5
ВАЗ-21061;9
ВАЗ-21063 (ВАЗ-2130-4L-1,77-82-5М);9
ВАЗ-2107 (ВАЗ-2103-4L-1,45-72,5-4М);8,6
ВАЗ-21070-120-21 1,5i (дв. ВАЗ-2104) ;9,1
ВАЗ-21070, -110, -120-20 1,5i (дв. ВАЗ-2104) ;7,9
ВАЗ-21072 (ВАЗ-2105-4L-1,3-63,5-4М);8,9
ВАЗ-21074 (ВАЗ-2106-4L-1,57-75,5-5М);8,5
ВАЗ-21074 (ВАЗ-21067-4L-1,568-74,5-5М);8,9
ВАЗ-21074 1,6i (дв. ВАЗ-21067) ;7,9
"ВАЗ-2108, -2108 ""Спутник"", -21081, -21083, -2109";8
ВАЗ-21093 (ВАЗ-2111-4L-1,499-79-5М);7,7
"ВАЗ-21093; -21099 1,5i (ВАЗ-21083-20-4L-1,5-71-5М)";7,5
ВАЗ-21099 (ВАЗ-2111-4L-1,499-79-5М);7,8
ВАЗ-21099 (дв. ВАЗ-21083);10,9
ВАЗ-2110 1,5i (ВАЗ-21083-20-4L-1,5-71-5М);7,4
ВАЗ-2110-010 (ВАЗ-2110-4L-1,499-73-5М);7,8
ВАЗ-21102 (ВАЗ-2111-4L-1,499-79-5М);7,5
ВАЗ-21103 (ВАЗ-2112-4L-1,499-92-5М);7,7
ВАЗ-21104 (ВАЗ-21124-4L-1,596-90-5М);8,4
ВАЗ-2111 (ВАЗ-2111-4L-1,499-79-5М);7,6
ВАЗ-21112-00 1.6 (ВАЗ-21114-4L-1,596-80-5М);8,3
ВАЗ-21113 (ВАЗ-2112-4L-1,499-92-5М);7,8
ВАЗ-2112 (ВАЗ-2112-4L-1,499-92-5М);7,7
ВАЗ-21122 (дв. ВАЗ-2111);7,9
ВАЗ-2114-110-22, -21140, -21144, 21274;7,6
ВАЗ-21140 (ВАЗ-2111-4L-1,499-79-5М);7,9
ВАЗ-21150 (ВАЗ-2111-4L-1,499-79-3,94-5М);7,4
ВАЗ-2120 (ВАЗ-2130-4L-1,774-82-5М);10,7
ВАЗ-2120, -21212 (дв. ВАЗ-2130) 4WD ;12,3
"ВАЗ-212090 ""Бронто"" брон. (ВАЗ-2130-4L-1,774-82-5М)";12,5
ВАЗ-2121, -21211;12
ВАЗ-21213 (ВАЗ-21213-4L-1,690-80-5М);11,5
ВАЗ-21213 (дв. ВАЗ-21213, 1,7i) 4WD ;12,9
ВАЗ-21213Б брон. (ВАЗ-21213-4L-1,69-79-5М);12,1
"ВАЗ-21214-20 ""Шевроле-Нива"" (ВАЗ-21214.10-4L-1,689-82-5М)";10,9
ВАЗ-21218 (ВАЗ-21213-4L-1,69-79-5М);11,9
ВАЗ-212182 брон. (ВАЗ-21213-4L-1,69-79-5М);12,3
"ВАЗ-212300 ""Шевроле-Нива"" (ВАЗ-2123-4L-1,69-80-5М)";10,5
ВАЗ-2131 (ВАЗ-21213-4L-1,69-80-5М);11,3
ВАЗ-21310 (ВАЗ-2130-4L-1,774-82-5М);11,5
"ВАЗ-213102 ""Бронто"" брон. (ВАЗ-2130-4L-1,774-80-5М)";12,4
ВАЗ-21312 (ВАЗ-2130-4L-1,774-82-5М);11,4
ВАЗ-21312 (дв. ВАЗ-2130) 4WD ;12,1
"ВАЗ-2302 ""Бизон"" (ВАЗ-2121-4L-1,57-78-4М)";11,5
ВИС-2345-0000012 (ВАЗ-2106-4L-1,57-75,5-4М);9,3
Волжанин-5270 (гор. 100 мест) (МЂN-6L-6,87-230-6М);34,8
Волжанин-5270.02 (приг. 75 мест) (ЯМЗ-236 НЕ-6V-11,15-230-5М);39,5
Волжанин-5270.12 (м/г 42 места) (ЯМЗ-236 НЕ-6V-11,15-230-5М);32,3
Волжанин-52701(гор. 100 мест) (ЯМЗ-236 НЕ-5-6L-11,15-230-5М);40
Волжанин-528501 (м/гор. 49 мест) (Scania DSC913-6L-8,97-310-7М);30,1
Волжанин-528501 (пригор. 49 мест) (Scania DSC913-6L-8,97-310-7М);35,8
Волжанин-6270 (гор. 145 мест) (Scania-6L-8,97-310-5А);47,3
Волжанин-6270 (пригор. 160 мест) (Scania-6L-8,97-230-4А);41,5
ГАЗ-13;20
ГАЗ-14;22
"ГАЗ-221400 ""Газель"" (14 мест) (ЗМЗ-4026.10-4L-2,445-100-4М)";17,5
"ГАЗ-221400 ""Газель"" (14 мест) (ЗМЗ-4026.10-4L-2,445-100-5М)";17
"ГАЗ-2217 ""Баргузин"" (6 мест) (ЗМЗ-4063Д-4L-2,3-110-5М)";14,1
"ГАЗ-2217 ""Баргузин"" (6мест) (ЗМЗ-40620F-4L-2,3-150-5М)";13,3
ГАЗ-2217 (6 мест) (ЗМЗ-40630Д-4L-2,3-98-5М);13,3
ГАЗ-2217 (дв. ЗМЗ-4063OD) ;13,4
ГАЗ-2217-104 «Баргузин» (дв. ЗМЗ-40630) ;14,8
ГАЗ-2217-5 (11 мест) (ЗМЗ-40630С-4L-2,3-98-5М);14
ГАЗ-2217, -288 «Бизнес» (дв. УМЗ-421600) ;13,5
"ГАЗ-22171 ""Соболь"" (7 мест) (ЗМЗ-4063-4L-2,3-110-4М)";10,2
ГАЗ-22171 (7 мест) (ЗМЗ-40522А-4L-2,464-140-5М);14,3
"ГАЗ-22171-0 ""Соболь"" (7мест) (ЗМЗ-4063-4L-2,3-110-4М)";16,7
ГАЗ-22171, -288 «Бизнес» (дв. УМЗ-421600) ;13,5
ГАЗ-22172 (ЗМЗ-40522А-4L-2,464-140-5М);15,6
ГАЗ-22172 (ЗМЗ-40522А-4L-2,464-145-5М);14,6
ГАЗ-221721-114 (ЗМЗ-40630-4L-2,3-98-5М);14,6
"ГАЗ-22175 ""Баргузин"" (11 мест) (ЗМЗ-4063-4L-2,3-110-5М)";14,5
ГАЗ-22177 (7 мест) (ЗМЗ-40630С-4L-2,3-98-5М);15,6
"ГАЗ-2310 ""Соболь"" (ЗМЗ-40522-4L-2,464-145-5М)";14,7
ГАЗ-24-01, -24-03, -24-11, -24-14, -24Т;13,5
ГАЗ-24-02, -24-04;14
ГАЗ-24-07;16,5
ГАЗ-24-10 ;11,7
ГАЗ-24-11;12,1
ГАЗ-24-12, -24-13 (дв. ЗМЗ 4021, 4021.10) ;13,3
ГАЗ-24-12, -24-13 (дв. ЗМЗ-402, 402.10) ;12,8
ГАЗ-24-12, -24-13 (с двигателем ЗМЗ-402, -402.10);13,5
ГАЗ-24-12, -24-13 (с двигателем ЗМЗ-4021, -4021.10);14
ГАЗ-24-17, -24-25;16,5
ГАЗ-24, -24-10, -24-60;13
ГАЗ-2410 (дв. ЗМЗ-402) ;14,6
"ГАЗ-2704 ""Фермер"" г/п (ГАЗ-560-4L-2,134-95-5М)";11,9
"ГАЗ-2705 (г/п; ЗМЗ-40260F-4L-2,445-86-5М)";16,2
"ГАЗ-2705 (г/п; ЗМЗ-405220-4L-2,464-140-5М)";14,7
"ГАЗ-2705 (г/п; ЗМЗ-405220-4L-2,464-145-5М)";15,1
"ГАЗ-2705 (г/п; ЗМЗ-4062.10-4L-2,3-150-5М)";14,5
"ГАЗ-2705 (г/п; ЗМЗ-40630А-4L-2,3-110-5М)";14,3
"ГАЗ-2705 (г/п; УМЗ-4215СО-4L-2,89-110-5М)";16
ГАЗ-2705 (ЗМЗ-4026.10-4L-2,445-100-5М);15
ГАЗ-2705 (ЗМЗ-405220-4L-2,464-145-5М);15,7
ГАЗ-2705 (ЗМЗ-5143.10-4L-2,24-98-5М);11,3
ГАЗ-2705 (УМЗ-421500-4L-2,89-96-5М);17,4
ГАЗ-2705-014 (ЗМЗ-4063-4L-2,3-110-5М);15
"ГАЗ-2705-034 ""Комби"" (г/п; ЗМЗ-40630А-4L-2,3-110-5М)";15,3
ГАЗ-270500-44 (ЗМЗ-4026.10-4L-2,445-100-5М);16
ГАЗ-27057-034 (ЗМЗ-4063А-4L-2,3-110-5М);16,9
"ГАЗ-27057АДЧ (7 мест; ЗМЗ-40630А-4L-2,3-98-5М)";15,9
"ГАЗ-27057АДЧ (7 мест; СГУ; ЗМЗ-40630А-4L-2,3-98-5М)";16,6
"ГАЗ-2705АДЧ (9 мест; ЗМЗ-405220-4L-2, 464-140-5М)";17,7
"ГАЗ-2705АЗ (13 мест; ЗМЗ-40630А-4L-2,3-98-5М)";16,5
"ГАЗ-2705АЗ (9 мест; ЗМЗ-405220-4L-2,464-140-5М)";17,1
ГАЗ-27181 (ЗМЗ-4025.10-4L-2,445-100-4М);17,7
ГАЗ-27181 (ЗМЗ-4025.10-4L-2,445-90-5М);17,3
"ГАЗ-2747 (г/п; ЗМЗ-4063Д-4L-2,3-110-5М)";16,2
"ГАЗ-2752 ""Соболь"" (г/п; ЗМЗ-40630С-4L-2,3-98-5М)";13,5
"ГАЗ-2752 ""Соболь"" (ЗМЗ-4063-4L-2,3-110-5М)";14
"ГАЗ-2752 ""Соболь"" (ЗМЗ-40630А-4L-2,3-110-5М)";13,7
"ГАЗ-2752-0000010""Бизон-2000"" (брон, ЗМЗ-4063.10-4L-2,3-110-5М)";15,4
"ГАЗ-2752-414 (г/п; ЗМЗ-40522А-4L-2,464-140-5М)";14,3
"ГАЗ-27527 (г/п; ЗМЗ-40522А-4L-2,464-145-5М)";15,4
ГАЗ-2757АО (ЗМЗ-4063А-4L-2,3-110-5М);16
"ГАЗ-2943 ""Фермер"" (ЗМЗ-402-4L-2,445-100-4М)";16,7
ГАЗ-2968 О'гара-Бизон (брон., шасси ГАЗ-2752) (ЗМЗ-4063С-4L-2,3-98-5М);15,3
ГАЗ-3102 (дв. ЗМЗ-402) ;12,5
ГАЗ-3102 (с двигателем ЗМЗ-4022.10);13
ГАЗ-3102 (Т®yota 3RZ-FE-4L-2,694-152-5M);11,2
ГАЗ-3102 (Chrysler-4L-2,429-137-5M);10,7
"ГАЗ-3102-12; ГАЗ-3102 (ЗМЗ-4062.10-4L-2,3-150-5М)";12
"ГАЗ-3102, -121 (дв. ЗМЗ-4062; 4062OD) ";9,9
ГАЗ-3102, -3102-12 (ЗМЗ-4062.10-4L-2,3-150-4М);12,5
ГАЗ-310200 (Т®yota-6V-3,378-194-4А);13,8
ГАЗ-310200 (Rover-8V-3,95-182-5М);13,5
ГАЗ-31022 (ЗМЗ-4021.10-4L-2,445-90-4М);13,9
ГАЗ-310221 (ЗМЗ-40210D-4L-2,445-81-5М);13,1
ГАЗ-310221 (ЗМЗ-40620Д-4L-2,3-131-5M);11,5
ГАЗ-31023 (ЗМЗ-402-4L-2,44-100-4М);13,5
"ГАЗ-31029 (ЗМЗ-402; 402.10 - 4L-2,445-100-4М)";13
"ГАЗ-31029 (ЗМЗ-4021; 4021.10 - 4L-2,445-90-4М)";13,5
ГАЗ-31029 (Rover-4L-1,994-140-5М);11,5
ГАЗ-3105 (8V-3,4-170-5М);13,7
ГАЗ-3110 (дв. ЗМЗ-402, -4020ОМ, 4021) ;12,2
ГАЗ-3110 (дв. ЗМЗ-4022.10, -4026.10) ;12,4
ГАЗ-3110 (дв. Toyota 5L-T ) ;9
ГАЗ-3110 (ЗМЗ-4020 ОМ-4L-2,445-100-5М);12,2
"ГАЗ-3110 (ЗМЗ-40210Д; -4021-4L-2,445-90-5M)";13
"ГАЗ-3110 (ЗМЗ-4026.10; -402-4L-2,445-100-5M)";12,1
"ГАЗ-3110 (ЗМЗ-4026.10; -40200Ф-4L-2,445-100-4М)";13
ГАЗ-3110 (ЗМЗ-4062.10-4L-2,287-150-5М);11,4
ГАЗ-3110 (ЗМЗ-40620Д-4L-2,3-131-5M);11,5
